"id","name","party","rank","title","committee"
"H001069","Heidi Heitkamp","minority",1,"Ranking Member","SSBK05"
"W000805","Mark R. Warner","minority",2,"Member","SSBK05"
"B000944","Sherrod Brown","minority",3,"Ex Officio","SSBK05"
"T000461","Patrick J. Toomey","majority",1,"Chairman","SSBK08"
"C000880","Mike Crapo","majority",2,"Member","SSBK08"
"H001041","Dean Heller","majority",3,"Member","SSBK08"
"R000605","Mike Rounds","majority",4,"Member","SSBK08"
"C001071","Bob Corker","majority",5,"Member","SSBK08"
"V000127","David Vitter","majority",6,"Member","SSBK08"
"K000360","Mark Kirk","majority",7,"Member","SSBK08"
"S001184","Tim Scott","majority",8,"Member","SSBK08"
"S000320","Richard C. Shelby","majority",9,"Ex Officio","SSBK08"
"M001176","Jeff Merkley","minority",1,"Ranking Member","SSBK08"
"R000122","Jack Reed","minority",2,"Member","SSBK08"
"S000148","Charles E. Schumer","minority",3,"Member","SSBK08"
"M000639","Robert Menendez","minority",4,"Member","SSBK08"
"W000805","Mark R. Warner","minority",5,"Member","SSBK08"
"W000817","Elizabeth Warren","minority",6,"Member","SSBK08"
"D000607","Joe Donnelly","minority",7,"Member","SSBK08"
"B000944","Sherrod Brown","minority",8,"Ex Officio","SSBK08"
"S001184","Tim Scott","majority",1,"Chairman","SSBK09"
"C000880","Mike Crapo","majority",2,"Member","SSBK09"
"H001041","Dean Heller","majority",3,"Member","SSBK09"
"M000934","Jerry Moran","majority",4,"Member","SSBK09"
"C001071","Bob Corker","majority",5,"Member","SSBK09"
"C001095","Tom Cotton","majority",6,"Member","SSBK09"
"R000605","Mike Rounds","majority",7,"Member","SSBK09"
"V000127","David Vitter","majority",8,"Member","SSBK09"
"S000320","Richard C. Shelby","majority",9,"Ex Officio","SSBK09"
"M000639","Robert Menendez","minority",1,"Ranking Member","SSBK09"
"R000122","Jack Reed","minority",2,"Member","SSBK09"
"S000148","Charles E. Schumer","minority",3,"Member","SSBK09"
"T000464","Jon Tester","minority",4,"Member","SSBK09"
"M001176","Jeff Merkley","minority",5,"Member","SSBK09"
"H001069","Heidi Heitkamp","minority",6,"Member","SSBK09"
"D000607","Joe Donnelly","minority",7,"Member","SSBK09"
"B000944","Sherrod Brown","minority",8,"Ex Officio","SSBK09"
"H001041","Dean Heller","majority",1,"Chairman","SSBK12"
"T000461","Patrick J. Toomey","majority",2,"Member","SSBK12"
"C001095","Tom Cotton","majority",3,"Member","SSBK12"
"R000605","Mike Rounds","majority",4,"Member","SSBK12"
"S001197","Ben Sasse","majority",5,"Member","SSBK12"
"M000934","Jerry Moran","majority",6,"Member","SSBK12"
"S000320","Richard C. Shelby","majority",7,"Ex Officio","SSBK12"
"W000817","Elizabeth Warren","minority",1,"Ranking Member","SSBK12"
"T000464","Jon Tester","minority",2,"Member","SSBK12"
"M001176","Jeff Merkley","minority",3,"Member","SSBK12"
"H001069","Heidi Heitkamp","minority",4,"Member","SSBK12"
"B000944","Sherrod Brown","minority",5,"Ex Officio","SSBK12"
"E000285","Michael B. Enzi","majority",1,"Chairman","SSBU"
"G000386","Chuck Grassley","majority",2,"Member","SSBU"
"S001141","Jeff Sessions","majority",3,"Member","SSBU"
"C000880","Mike Crapo","majority",4,"Member","SSBU"
"G000359","Lindsey Graham","majority",5,"Member","SSBU"
"P000449","Rob Portman","majority",6,"Member","SSBU"
"T000461","Patrick J. Toomey","majority",7,"Member","SSBU"
"J000293","Ron Johnson","majority",8,"Member","SSBU"
"A000368","Kelly Ayotte","majority",9,"Member","SSBU"
"W000437","Roger F. Wicker","majority",10,"Member","SSBU"
"C001071","Bob Corker","majority",11,"Member","SSBU"
"P000612","David Perdue","majority",12,"Member","SSBU"
"S000033","Bernard Sanders","minority",1,"Ranking Member","SSBU"
"M001111","Patty Murray","minority",2,"Member","SSBU"
"W000779","Ron Wyden","minority",3,"Member","SSBU"
"S000770","Debbie Stabenow","minority",4,"Member","SSBU"
"W000802","Sheldon Whitehouse","minority",5,"Member","SSBU"
"W000805","Mark R. Warner","minority",6,"Member","SSBU"
"M001176","Jeff Merkley","minority",7,"Member","SSBU"
"B001230","Tammy Baldwin","minority",8,"Member","SSBU"
"K000384","Tim Kaine","minority",9,"Member","SSBU"
"K000383","Angus S. King, Jr.","minority",10,"Member","SSBU"
"T000250","John Thune","majority",1,"Chairman","SSCM"
"W000437","Roger F. Wicker","majority",2,"Member","SSCM"
"B000575","Roy Blunt","majority",3,"Member","SSCM"
"R000595","Marco Rubio","majority",4,"Member","SSCM"
"A000368","Kelly Ayotte","majority",5,"Member","SSCM"
"C001098","Ted Cruz","majority",6,"Member","SSCM"
"F000463","Deb Fischer","majority",7,"Member","SSCM"
"M000934","Jerry Moran","majority",8,"Member","SSCM"
"S001198","Daniel Sullivan","majority",9,"Member","SSCM"
"J000293","Ron Johnson","majority",10,"Member","SSCM"
"H001041","Dean Heller","majority",11,"Member","SSCM"
"G000562","Cory Gardner","majority",12,"Member","SSCM"
"D000618","Steve Daines","majority",13,"Member","SSCM"
"N000032","Bill Nelson","minority",1,"Ranking Member","SSCM"
"C000127","Maria Cantwell","minority",2,"Member","SSCM"
"M001170","Claire McCaskill","minority",3,"Member","SSCM"
"K000367","Amy Klobuchar","minority",4,"Member","SSCM"
"B001277","Richard Blumenthal","minority",5,"Member","SSCM"
"S001194","Brian Schatz","minority",6,"Member","SSCM"
"M000133","Edward J. Markey","minority",7,"Member","SSCM"
"B001288","Cory A. Booker","minority",8,"Member","SSCM"
"U000039","Tom Udall","minority",9,"Member","SSCM"
"M001183","Joe Manchin, III","minority",10,"Member","SSCM"
"P000595","Gary Peters","minority",11,"Member","SSCM"
"A000368","Kelly Ayotte","majority",1,"Chairman","SSCM01"
"W000437","Roger F. Wicker","majority",2,"Member","SSCM01"
"B000575","Roy Blunt","majority",3,"Member","SSCM01"
"R000595","Marco Rubio","majority",4,"Member","SSCM01"
"C001098","Ted Cruz","majority",5,"Member","SSCM01"
"F000463","Deb Fischer","majority",6,"Member","SSCM01"
"M000934","Jerry Moran","majority",7,"Member","SSCM01"
"S001198","Daniel Sullivan","majority",8,"Member","SSCM01"
"J000293","Ron Johnson","majority",9,"Member","SSCM01"
"H001041","Dean Heller","majority",10,"Member","SSCM01"
"G000562","Cory Gardner","majority",11,"Member","SSCM01"
"T000250","John Thune","majority",12,"Ex Officio","SSCM01"
"C000127","Maria Cantwell","minority",1,"Ranking Member","SSCM01"
"K000367","Amy Klobuchar","minority",2,"Member","SSCM01"
"B001277","Richard Blumenthal","minority",3,"Member","SSCM01"
"S001194","Brian Schatz","minority",4,"Member","SSCM01"
"M000133","Edward J. Markey","minority",5,"Member","SSCM01"
"B001288","Cory A. Booker","minority",6,"Member","SSCM01"
"U000039","Tom Udall","minority",7,"Member","SSCM01"
"M001183","Joe Manchin, III","minority",8,"Member","SSCM01"
"P000595","Gary Peters","minority",9,"Member","SSCM01"
"N000032","Bill Nelson","minority",10,"Ex Officio","SSCM01"
"M000934","Jerry Moran","majority",1,"Chairman","SSCM20"
"B000575","Roy Blunt","majority",2,"Member","SSCM20"
"C001098","Ted Cruz","majority",3,"Member","SSCM20"
"F000463","Deb Fischer","majority",4,"Member","SSCM20"
"H001041","Dean Heller","majority",5,"Member","SSCM20"
"G000562","Cory Gardner","majority",6,"Member","SSCM20"
"D000618","Steve Daines","majority",7,"Member","SSCM20"
"T000250","John Thune","majority",8,"Ex Officio","SSCM20"
"B001277","Richard Blumenthal","minority",1,"Ranking Member","SSCM20"
"M001170","Claire McCaskill","minority",2,"Member","SSCM20"
"K000367","Amy Klobuchar","minority",3,"Member","SSCM20"
"M000133","Edward J. Markey","minority",4,"Member","SSCM20"
"B001288","Cory A. Booker","minority",5,"Member","SSCM20"
"U000039","Tom Udall","minority",6,"Member","SSCM20"
"N000032","Bill Nelson","minority",7,"Ex Officio","SSCM20"
"R000595","Marco Rubio","majority",1,"Chairman","SSCM22"
"W000437","Roger F. Wicker","majority",2,"Member","SSCM22"
"A000368","Kelly Ayotte","majority",3,"Member","SSCM22"
"C001098","Ted Cruz","majority",4,"Member","SSCM22"
"S001198","Daniel Sullivan","majority",5,"Member","SSCM22"
"J000293","Ron Johnson","majority",6,"Member","SSCM22"
"T000250","John Thune","majority",7,"Ex Officio","SSCM22"
"B001288","Cory A. Booker","minority",1,"Ranking Member","SSCM22"
"C000127","Maria Cantwell","minority",2,"Member","SSCM22"
"B001277","Richard Blumenthal","minority",3,"Member","SSCM22"
"M000133","Edward J. Markey","minority",4,"Member","SSCM22"
"S001194","Brian Schatz","minority",5,"Member","SSCM22"
"P000595","Gary Peters","minority",6,"Member","SSCM22"
"N000032","Bill Nelson","minority",7,"Ex Officio","SSCM22"
"C001098","Ted Cruz","majority",1,"Chairman","SSCM24"
"R000595","Marco Rubio","majority",2,"Member","SSCM24"
"M000934","Jerry Moran","majority",3,"Member","SSCM24"
"S001198","Daniel Sullivan","majority",4,"Member","SSCM24"
"G000562","Cory Gardner","majority",5,"Member","SSCM24"
"D000618","Steve Daines","majority",6,"Member","SSCM24"
"T000250","John Thune","majority",7,"Ex Officio","SSCM24"
"P000595","Gary Peters","minority",1,"Ranking Member","SSCM24"
"M000133","Edward J. Markey","minority",2,"Member","SSCM24"
"B001288","Cory A. Booker","minority",3,"Member","SSCM24"
"S001194","Brian Schatz","minority",4,"Member","SSCM24"
"U000039","Tom Udall","minority",5,"Member","SSCM24"
"N000032","Bill Nelson","minority",6,"Ex Officio","SSCM24"
"F000463","Deb Fischer","majority",1,"Chairman","SSCM25"
"W000437","Roger F. Wicker","majority",2,"Member","SSCM25"
"B000575","Roy Blunt","majority",3,"Member","SSCM25"
"A000368","Kelly Ayotte","majority",4,"Member","SSCM25"
"M000934","Jerry Moran","majority",5,"Member","SSCM25"
"S001198","Daniel Sullivan","majority",6,"Member","SSCM25"
"J000293","Ron Johnson","majority",7,"Member","SSCM25"
"H001041","Dean Heller","majority",8,"Member","SSCM25"
"D000618","Steve Daines","majority",9,"Member","SSCM25"
"T000250","John Thune","majority",10,"Ex Officio","SSCM25"
"B001288","Cory A. Booker","minority",1,"Ranking Member","SSCM25"
"C000127","Maria Cantwell","minority",2,"Member","SSCM25"
"M001170","Claire McCaskill","minority",3,"Member","SSCM25"
"K000367","Amy Klobuchar","minority",4,"Member","SSCM25"
"B001277","Richard Blumenthal","minority",5,"Member","SSCM25"
"S001194","Brian Schatz","minority",6,"Member","SSCM25"
"M000133","Edward J. Markey","minority",7,"Member","SSCM25"
"U000039","Tom Udall","minority",8,"Member","SSCM25"
"N000032","Bill Nelson","minority",9,"Ex Officio","SSCM25"
"W000437","Roger F. Wicker","majority",1,"Chairman","SSCM26"
"B000575","Roy Blunt","majority",2,"Member","SSCM26"
"R000595","Marco Rubio","majority",3,"Member","SSCM26"
"A000368","Kelly Ayotte","majority",4,"Member","SSCM26"
"C001098","Ted Cruz","majority",5,"Member","SSCM26"
"F000463","Deb Fischer","majority",6,"Member","SSCM26"
"M000934","Jerry Moran","majority",7,"Member","SSCM26"
"S001198","Daniel Sullivan","majority",8,"Member","SSCM26"
"J000293","Ron Johnson","majority",9,"Member","SSCM26"
"H001041","Dean Heller","majority",10,"Member","SSCM26"
"G000562","Cory Gardner","majority",11,"Member","SSCM26"
"D000618","Steve Daines","majority",12,"Member","SSCM26"
"T000250","John Thune","majority",13,"Ex Officio","SSCM26"
"S001194","Brian Schatz","minority",1,"Ranking Member","SSCM26"
"C000127","Maria Cantwell","minority",2,"Member","SSCM26"
"M001170","Claire McCaskill","minority",3,"Member","SSCM26"
"K000367","Amy Klobuchar","minority",4,"Member","SSCM26"
"B001277","Richard Blumenthal","minority",5,"Member","SSCM26"
"M000133","Edward J. Markey","minority",6,"Member","SSCM26"
"B001288","Cory A. Booker","minority",7,"Member","SSCM26"
"U000039","Tom Udall","minority",8,"Member","SSCM26"
"M001183","Joe Manchin, III","minority",9,"Member","SSCM26"
"P000595","Gary Peters","minority",10,"Member","SSCM26"
"N000032","Bill Nelson","minority",11,"Ex Officio","SSCM26"
"M001153","Lisa Murkowski","majority",1,"Chairman","SSEG"
"B001261","John Barrasso","majority",2,"Member","SSEG"
"R000584","James E. Risch","majority",3,"Member","SSEG"
"L000577","Mike Lee","majority",4,"Member","SSEG"
"F000444","Jeff Flake","majority",5,"Member","SSEG"
"D000618","Steve Daines","majority",6,"Member","SSEG"
"C001075","Bill Cassidy","majority",7,"Member","SSEG"
"G000562","Cory Gardner","majority",8,"Member","SSEG"
"P000449","Rob Portman","majority",9,"Member","SSEG"
"H001061","John Hoeven","majority",10,"Member","SSEG"
"A000360","Lamar Alexander","majority",11,"Member","SSEG"
"C001047","Shelley Moore Capito","majority",12,"Member","SSEG"
"C000127","Maria Cantwell","minority",1,"Ranking Member","SSEG"
"W000779","Ron Wyden","minority",2,"Member","SSEG"
"S000033","Bernard Sanders","minority",3,"Member","SSEG"
"S000770","Debbie Stabenow","minority",4,"Member","SSEG"
"F000457","Al Franken","minority",5,"Member","SSEG"
"M001183","Joe Manchin, III","minority",6,"Member","SSEG"
"H001046","Martin Heinrich","minority",7,"Member","SSEG"
"H001042","Mazie K. Hirono","minority",8,"Member","SSEG"
"K000383","Angus S. King, Jr.","minority",9,"Member","SSEG"
"W000817","Elizabeth Warren","minority",10,"Member","SSEG"
"R000584","James E. Risch","majority",1,"Chairman","SSEG01"
"F000444","Jeff Flake","majority",2,"Member","SSEG01"
"D000618","Steve Daines","majority",3,"Member","SSEG01"
"C001075","Bill Cassidy","majority",4,"Member","SSEG01"
"G000562","Cory Gardner","majority",5,"Member","SSEG01"
"H001061","John Hoeven","majority",6,"Member","SSEG01"
"A000360","Lamar Alexander","majority",7,"Member","SSEG01"
"P000449","Rob Portman","majority",8,"Member","SSEG01"
"C001047","Shelley Moore Capito","majority",9,"Member","SSEG01"
"M001153","Lisa Murkowski","majority",10,"Ex Officio","SSEG01"
"M001183","Joe Manchin, III","minority",1,"Ranking Member","SSEG01"
"S000033","Bernard Sanders","minority",2,"Member","SSEG01"
"S000770","Debbie Stabenow","minority",3,"Member","SSEG01"
"F000457","Al Franken","minority",4,"Member","SSEG01"
"H001046","Martin Heinrich","minority",5,"Member","SSEG01"
"H001042","Mazie K. Hirono","minority",6,"Member","SSEG01"
"K000383","Angus S. King, Jr.","minority",7,"Member","SSEG01"
"W000817","Elizabeth Warren","minority",8,"Member","SSEG01"
"C000127","Maria Cantwell","minority",9,"Ex Officio","SSEG01"
"B001261","John Barrasso","majority",1,"Chairman","SSEG03"
"C001047","Shelley Moore Capito","majority",2,"Member","SSEG03"
"R000584","James E. Risch","majority",3,"Member","SSEG03"
"L000577","Mike Lee","majority",4,"Member","SSEG03"
"D000618","Steve Daines","majority",5,"Member","SSEG03"
"C001075","Bill Cassidy","majority",6,"Member","SSEG03"
"G000562","Cory Gardner","majority",7,"Member","SSEG03"
"H001061","John Hoeven","majority",8,"Member","SSEG03"
"F000444","Jeff Flake","majority",9,"Member","SSEG03"
"A000360","Lamar Alexander","majority",10,"Member","SSEG03"
"M001153","Lisa Murkowski","majority",11,"Ex Officio","SSEG03"
"W000779","Ron Wyden","minority",1,"Ranking Member","SSEG03"
"S000770","Debbie Stabenow","minority",2,"Member","SSEG03"
"F000457","Al Franken","minority",3,"Member","SSEG03"
"M001183","Joe Manchin, III","minority",4,"Member","SSEG03"
"H001046","Martin Heinrich","minority",5,"Member","SSEG03"
"H001042","Mazie K. Hirono","minority",6,"Member","SSEG03"
"W000817","Elizabeth Warren","minority",7,"Member","SSEG03"
"C000127","Maria Cantwell","minority",8,"Ex Officio","SSEG03"
"C001075","Bill Cassidy","majority",1,"Chairman","SSEG04"
"P000449","Rob Portman","majority",2,"Member","SSEG04"
"B001261","John Barrasso","majority",3,"Member","SSEG04"
"A000360","Lamar Alexander","majority",4,"Member","SSEG04"
"L000577","Mike Lee","majority",5,"Member","SSEG04"
"H001061","John Hoeven","majority",6,"Member","SSEG04"
"C001047","Shelley Moore Capito","majority",7,"Member","SSEG04"
"M001153","Lisa Murkowski","majority",8,"Ex Officio","SSEG04"
"H001046","Martin Heinrich","minority",1,"Ranking Member","SSEG04"
"W000779","Ron Wyden","minority",2,"Member","SSEG04"
"S000033","Bernard Sanders","minority",3,"Member","SSEG04"
"S000770","Debbie Stabenow","minority",4,"Member","SSEG04"
"K000383","Angus S. King, Jr.","minority",5,"Member","SSEG04"
"W000817","Elizabeth Warren","minority",6,"Member","SSEG04"
"C000127","Maria Cantwell","minority",7,"Ex Officio","SSEG04"
"L000577","Mike Lee","majority",1,"Chairman","SSEG07"
"F000444","Jeff Flake","majority",2,"Member","SSEG07"
"B001261","John Barrasso","majority",3,"Member","SSEG07"
"R000584","James E. Risch","majority",4,"Member","SSEG07"
"D000618","Steve Daines","majority",5,"Member","SSEG07"
"G000562","Cory Gardner","majority",6,"Member","SSEG07"
"P000449","Rob Portman","majority",7,"Member","SSEG07"
"M001153","Lisa Murkowski","majority",8,"Ex Officio","SSEG07"
"H001042","Mazie K. Hirono","minority",1,"Ranking Member","SSEG07"
"W000779","Ron Wyden","minority",2,"Member","SSEG07"
"S000033","Bernard Sanders","minority",3,"Member","SSEG07"
"F000457","Al Franken","minority",4,"Member","SSEG07"
"M001183","Joe Manchin, III","minority",5,"Member","SSEG07"
"K000383","Angus S. King, Jr.","minority",6,"Member","SSEG07"
"C000127","Maria Cantwell","minority",7,"Ex Officio","SSEG07"
"I000024","James M. Inhofe","majority",1,"Chairman","SSEV"
"V000127","David Vitter","majority",2,"Member","SSEV"
"B001261","John Barrasso","majority",3,"Member","SSEV"
"C001047","Shelley Moore Capito","majority",4,"Member","SSEV"
"C000880","Mike Crapo","majority",5,"Member","SSEV"
"B001236","John Boozman","majority",6,"Member","SSEV"
"S001141","Jeff Sessions","majority",7,"Member","SSEV"
"W000437","Roger F. Wicker","majority",8,"Member","SSEV"
"F000463","Deb Fischer","majority",9,"Member","SSEV"
"R000605","Mike Rounds","majority",10,"Member","SSEV"
"S001198","Daniel Sullivan","majority",11,"Member","SSEV"
"B000711","Barbara Boxer","minority",1,"Ranking Member","SSEV"
"C000174","Thomas R. Carper","minority",2,"Member","SSEV"
"C000141","Benjamin L. Cardin","minority",3,"Member","SSEV"
"S000033","Bernard Sanders","minority",4,"Member","SSEV"
"W000802","Sheldon Whitehouse","minority",5,"Member","SSEV"
"M001176","Jeff Merkley","minority",6,"Member","SSEV"
"G000555","Kirsten E. Gillibrand","minority",7,"Member","SSEV"
"B001288","Cory A. Booker","minority",8,"Member","SSEV"
"M000133","Edward J. Markey","minority",9,"Member","SSEV"
"V000127","David Vitter","majority",1,"Chairman","SSEV08"
"B001261","John Barrasso","majority",2,"Member","SSEV08"
"C001047","Shelley Moore Capito","majority",3,"Member","SSEV08"
"C000880","Mike Crapo","majority",4,"Member","SSEV08"
"B001236","John Boozman","majority",5,"Member","SSEV08"
"S001141","Jeff Sessions","majority",6,"Member","SSEV08"
"W000437","Roger F. Wicker","majority",7,"Member","SSEV08"
"F000463","Deb Fischer","majority",8,"Member","SSEV08"
"I000024","James M. Inhofe","majority",9,"Ex Officio","SSEV08"
"B000711","Barbara Boxer","minority",1,"Ranking Member","SSEV08"
"C000174","Thomas R. Carper","minority",2,"Member","SSEV08"
"C000141","Benjamin L. Cardin","minority",3,"Member","SSEV08"
"S000033","Bernard Sanders","minority",4,"Member","SSEV08"
"W000802","Sheldon Whitehouse","minority",5,"Member","SSEV08"
"M001176","Jeff Merkley","minority",6,"Member","SSEV08"
"G000555","Kirsten E. Gillibrand","minority",7,"Member","SSEV08"
"R000605","Mike Rounds","majority",1,"Chairman","SSEV09"
"V000127","David Vitter","majority",2,"Member","SSEV09"
"C000880","Mike Crapo","majority",3,"Ranking Member","SSEV09"
"B001236","John Boozman","majority",4,"Member","SSEV09"
"S001198","Daniel Sullivan","majority",5,"Member","SSEV09"
"I000024","James M. Inhofe","majority",6,"Ex Officio","SSEV09"
"M000133","Edward J. Markey","minority",1,"Ranking Member","SSEV09"
"C000174","Thomas R. Carper","minority",2,"Member","SSEV09"
"M001176","Jeff Merkley","minority",3,"Member","SSEV09"
"B001288","Cory A. Booker","minority",4,"Member","SSEV09"
"B000711","Barbara Boxer","minority",5,"Ex Officio","SSEV09"
"C001047","Shelley Moore Capito","majority",1,"Chairman","SSEV10"
"V000127","David Vitter","majority",2,"Member","SSEV10"
"B001261","John Barrasso","majority",3,"Member","SSEV10"
"C000880","Mike Crapo","majority",4,"Member","SSEV10"
"S001141","Jeff Sessions","majority",5,"Member","SSEV10"
"W000437","Roger F. Wicker","majority",6,"Member","SSEV10"
"F000463","Deb Fischer","majority",7,"Member","SSEV10"
"I000024","James M. Inhofe","majority",8,"Ex Officio","SSEV10"
"C000174","Thomas R. Carper","minority",1,"Ranking Member","SSEV10"
"C000141","Benjamin L. Cardin","minority",2,"Member","SSEV10"
"S000033","Bernard Sanders","minority",3,"Member","SSEV10"
"W000802","Sheldon Whitehouse","minority",4,"Member","SSEV10"
"M001176","Jeff Merkley","minority",5,"Member","SSEV10"
"M000133","Edward J. Markey","minority",6,"Member","SSEV10"
"B000711","Barbara Boxer","minority",7,"Ex Officio","SSEV10"
"S001198","Daniel Sullivan","majority",1,"Chairman","SSEV15"
"B001261","John Barrasso","majority",2,"Member","SSEV15"
"C001047","Shelley Moore Capito","majority",3,"Member","SSEV15"
"B001236","John Boozman","majority",4,"Member","SSEV15"
"S001141","Jeff Sessions","majority",5,"Member","SSEV15"
"W000437","Roger F. Wicker","majority",6,"Member","SSEV15"
"F000463","Deb Fischer","majority",7,"Member","SSEV15"
"R000605","Mike Rounds","majority",8,"Member","SSEV15"
"I000024","James M. Inhofe","majority",9,"Ex Officio","SSEV15"
"W000802","Sheldon Whitehouse","minority",1,"Ranking Member","SSEV15"
"C000174","Thomas R. Carper","minority",2,"Member","SSEV15"
"C000141","Benjamin L. Cardin","minority",3,"Member","SSEV15"
"S000033","Bernard Sanders","minority",4,"Member","SSEV15"
"G000555","Kirsten E. Gillibrand","minority",5,"Member","SSEV15"
"B001288","Cory A. Booker","minority",6,"Member","SSEV15"
"M000133","Edward J. Markey","minority",7,"Member","SSEV15"
"B000711","Barbara Boxer","minority",8,"Ex Officio","SSEV15"
"H000338","Orrin G. Hatch","majority",1,"Chairman","SSFI"
"G000386","Chuck Grassley","majority",2,"Member","SSFI"
"C000880","Mike Crapo","majority",3,"Member","SSFI"
"R000307","Pat Roberts","majority",4,"Member","SSFI"
"E000285","Michael B. Enzi","majority",5,"Member","SSFI"
"C001056","John Cornyn","majority",6,"Member","SSFI"
"T000250","John Thune","majority",7,"Member","SSFI"
"B001135","Richard Burr","majority",8,"Member","SSFI"
"I000055","Johnny Isakson","majority",9,"Member","SSFI"
"P000449","Rob Portman","majority",10,"Member","SSFI"
"T000461","Patrick J. Toomey","majority",11,"Member","SSFI"
"C000542","Daniel Coats","majority",12,"Member","SSFI"
"H001041","Dean Heller","majority",13,"Member","SSFI"
"S001184","Tim Scott","majority",14,"Member","SSFI"
"W000779","Ron Wyden","minority",1,"Ranking Member","SSFI"
"S000148","Charles E. Schumer","minority",2,"Member","SSFI"
"S000770","Debbie Stabenow","minority",3,"Member","SSFI"
"C000127","Maria Cantwell","minority",4,"Member","SSFI"
"N000032","Bill Nelson","minority",5,"Member","SSFI"
"M000639","Robert Menendez","minority",6,"Member","SSFI"
"C000174","Thomas R. Carper","minority",7,"Member","SSFI"
"C000141","Benjamin L. Cardin","minority",8,"Member","SSFI"
"B000944","Sherrod Brown","minority",9,"Member","SSFI"
"B001267","Michael F. Bennet","minority",10,"Member","SSFI"
"C001070","Robert P. Casey, Jr.","minority",11,"Member","SSFI"
"W000805","Mark R. Warner","minority",12,"Member","SSFI"
"H001041","Dean Heller","majority",1,"Chairman","SSFI02"
"I000055","Johnny Isakson","majority",2,"Member","SSFI02"
"T000461","Patrick J. Toomey","majority",3,"Member","SSFI02"
"S001184","Tim Scott","majority",4,"Member","SSFI02"
"H000338","Orrin G. Hatch","majority",5,"Ex Officio","SSFI02"
"B000944","Sherrod Brown","minority",1,"Ranking Member","SSFI02"
"S000148","Charles E. Schumer","minority",2,"Member","SSFI02"
"W000779","Ron Wyden","minority",3,"Ex Officio","SSFI02"
"T000461","Patrick J. Toomey","majority",1,"Chairman","SSFI10"
"G000386","Chuck Grassley","majority",2,"Member","SSFI10"
"R000307","Pat Roberts","majority",3,"Member","SSFI10"
"E000285","Michael B. Enzi","majority",4,"Member","SSFI10"
"B001135","Richard Burr","majority",5,"Member","SSFI10"
"C000542","Daniel Coats","majority",6,"Member","SSFI10"
"H001041","Dean Heller","majority",7,"Member","SSFI10"
"S001184","Tim Scott","majority",8,"Member","SSFI10"
"H000338","Orrin G. Hatch","majority",9,"Ex Officio","SSFI10"
"S000770","Debbie Stabenow","minority",1,"Ranking Member","SSFI10"
"C000127","Maria Cantwell","minority",2,"Member","SSFI10"
"M000639","Robert Menendez","minority",3,"Member","SSFI10"
"C000141","Benjamin L. Cardin","minority",4,"Member","SSFI10"
"B000944","Sherrod Brown","minority",5,"Member","SSFI10"
"W000805","Mark R. Warner","minority",6,"Member","SSFI10"
"W000779","Ron Wyden","minority",7,"Ex Officio","SSFI10"
"C000880","Mike Crapo","majority",1,"Chairman","SSFI11"
"R000307","Pat Roberts","majority",2,"Member","SSFI11"
"E000285","Michael B. Enzi","majority",3,"Member","SSFI11"
"C001056","John Cornyn","majority",4,"Member","SSFI11"
"T000250","John Thune","majority",5,"Member","SSFI11"
"I000055","Johnny Isakson","majority",6,"Member","SSFI11"
"P000449","Rob Portman","majority",7,"Member","SSFI11"
"T000461","Patrick J. Toomey","majority",8,"Member","SSFI11"
"C000542","Daniel Coats","majority",9,"Member","SSFI11"
"H001041","Dean Heller","majority",10,"Member","SSFI11"
"S001184","Tim Scott","majority",11,"Member","SSFI11"
"H000338","Orrin G. Hatch","majority",12,"Ex Officio","SSFI11"
"C001070","Robert P. Casey, Jr.","minority",1,"Ranking Member","SSFI11"
"S000148","Charles E. Schumer","minority",2,"Member","SSFI11"
"N000032","Bill Nelson","minority",3,"Member","SSFI11"
"M000639","Robert Menendez","minority",4,"Member","SSFI11"
"C000174","Thomas R. Carper","minority",5,"Member","SSFI11"
"C000141","Benjamin L. Cardin","minority",6,"Member","SSFI11"
"B001267","Michael F. Bennet","minority",7,"Member","SSFI11"
"W000805","Mark R. Warner","minority",8,"Member","SSFI11"
"W000779","Ron Wyden","minority",9,"Member","SSFI11"
"C000542","Daniel Coats","majority",1,"Chairman","SSFI12"
"G000386","Chuck Grassley","majority",2,"Member","SSFI12"
"C000880","Mike Crapo","majority",3,"Member","SSFI12"
"E000285","Michael B. Enzi","majority",4,"Member","SSFI12"
"C001056","John Cornyn","majority",5,"Member","SSFI12"
"T000250","John Thune","majority",6,"Member","SSFI12"
"B001135","Richard Burr","majority",7,"Member","SSFI12"
"H000338","Orrin G. Hatch","majority",8,"Ex Officio","SSFI12"
"B001267","Michael F. Bennet","minority",1,"Ranking Member","SSFI12"
"C000127","Maria Cantwell","minority",2,"Member","SSFI12"
"N000032","Bill Nelson","minority",3,"Member","SSFI12"
"C000174","Thomas R. Carper","minority",4,"Member","SSFI12"
"C001070","Robert P. Casey, Jr.","minority",5,"Member","SSFI12"
"W000779","Ron Wyden","minority",6,"Ex Officio","SSFI12"
"C001056","John Cornyn","majority",1,"Chairman","SSFI13"
"G000386","Chuck Grassley","majority",2,"Member","SSFI13"
"R000307","Pat Roberts","majority",3,"Member","SSFI13"
"T000250","John Thune","majority",4,"Member","SSFI13"
"I000055","Johnny Isakson","majority",5,"Member","SSFI13"
"P000449","Rob Portman","majority",6,"Member","SSFI13"
"H000338","Orrin G. Hatch","majority",7,"Ex Officio","SSFI13"
